,original_text,refined_text,label
552,"b'AP - Heavily armed police commandos stormed a Jerusalem church compound and arrested nuclear whistle blower Mordechai Vanunu on Thursday, drawing harsh condemnation from the Anglican Church to which he belongs.'","On Thursday, heavily armed police commandos entered a Jerusalem church compound and arrested Mordechai Vanunu. Vanunu is a nuclear whistleblower who belongs to the Anglican Church. This action has been met with strong criticism from the Anglican Church. 
",0
553,"b'AFP - Britain is ""sleepwalking into a surveillance society"" because of government plans to introduce ID cards and a population register, the nation\'s information watchdog was quoted as saying.'","The UK Information Commissioner warned that Britain is ""sleepwalking into a surveillance society"" due to the government's proposed introduction of identity cards and a population register. 
",0
554,"b'AP - The Chicago Cubs paid a  #36;6,725 penalty for renovating landmark Wrigley Field without the required city permits for such work.'","The Chicago Cubs were fined $6,725 for renovating the historic Wrigley Field without obtaining the necessary city permits. 
",1
555,b'THE CEREMONY: Hamid Karzai was sworn in for a five-year term as Afghan president after winning the country #39;s first vote for head of state.',"Hamid Karzai was inaugurated as the President of Afghanistan for a five-year term. This inauguration followed his victory in the country's first presidential election. 
",0
556,"b'Cyberonics Inc. rejected a takeover bid from fellow medical-device maker Advanced Neuromodulation Systems Inc. on Wednesday, saying it continues to focus on strengthening its epilepsy business and is still not interested in any combination or merger.'","Cyberonics Inc. declined a takeover offer from Advanced Neuromodulation Systems Inc., another medical device company. Cyberonics stated their ongoing commitment to improving their epilepsy-related business and their lack of interest in any merger or combination. 
",2
557,"b""MANNHEIM, Germany - A military judge hearing evidence about the alleged abuse of prisoners at Iraq's Abu Ghraib prison pressed the U.S. government Monday to speed up its investigation, warning that delays could derail the case against at least one of the accused soldiers...""","A military judge in Mannheim, Germany, urged the US government to expedite its investigation into allegations of prisoner abuse at Abu Ghraib prison in Iraq. The judge warned that delays could hinder the case against one of the accused soldiers. 
",0
558,"b'IBM Corp. has agreed to buy Montreal software developer Systemcorp ALG for an undisclosed sum, the companies said Tuesday.'","IBM Corporation has acquired Systemcorp ALG, a software development company based in Montreal, for an undisclosed amount. The acquisition was announced on Tuesday by both companies. 
",3
559,"b""One of the great mysteries for astronomers is why our Sun's surface is so much hotter than its core. The counterintuitive answer, according to a suite of solar observatories, hinges on the Sun's tangled magnetic field and deep, fiery waves...""","Astronomers are puzzled by a phenomenon in our Sun: its surface is hotter than its core.  Recent observations from solar observatories suggest that the answer lies within the Sun's complex magnetic field and deep, energetic waves. 
",3
560,"b'Elpida Memory Inc., Japan #39;s largest manufacturer of memory chips, plans to raise as much as 102 billion yen (\\$954 million) in an initial public offering to help finance the construction of a new plant.'","Elpida Memory Inc., Japan's largest manufacturer of memory chips, plans to raise up to 102 billion yen (approximately $954 million) through an initial public offering. The funds will be used to finance the construction of a new manufacturing facility. 
",2
561,"b'AP - WHAT WAS FOUND: A microscopic diamond embedded in kimberlite, the molten rock in which diamonds are found, in Montana.'","A microscopic diamond was discovered embedded in kimberlite, the type of volcanic rock where diamonds are found, in Montana. 
",3
562,b'Philippine President Gloria Arroyo has called on the public to make personal sacrifices amid warnings of an impending economic crisis.',"President Gloria Arroyo of the Philippines has urged the public to prepare for potential economic hardship. She has requested citizens to make personal sacrifices in anticipation of an impending economic crisis. 
",2
563,"b'Macs still have fewer bugs than Windows PCs, but Apple moves to plug security holes before problems crop up.'","Apple computers, known as Macs, have historically had fewer bugs than Windows PCs. However, Apple is now taking a proactive approach to security by addressing potential vulnerabilities before they cause problems. 
",3
564,"b'Herv Gaymard, France #39;s agriculture minister and an ally of President Jacques Chirac, yesterday became the finance minister after Nicolas Sarkozy left to pursue presidential ambitions.'","Herv Gaymard, France's agriculture minister and a supporter of President Jacques Chirac, was appointed as the new finance minister. This appointment followed Nicolas Sarkozy's departure to pursue his presidential aspirations. 
",0
565,"b'No. 1 draft pick Eli Manning will make his first start at quarterback for the New York Giants in their exhibition game Thursday against the Carolina Panthers, coach Tom Coughlin announced Thursday, according to ESPN. '","Eli Manning, the New York Giants' first overall draft pick, will start his first game at quarterback in their exhibition game against the Carolina Panthers on Thursday. Coach Tom Coughlin announced this on Thursday, according to ESPN. 
",1
566,b'Mobile chip makes inroads as prices drop and Intel de-emphasizes clock speed.',"The price of mobile chips has decreased, leading to increased adoption. This trend is further supported by Intel's shift in focus away from clock speed as a primary performance metric. 
",3
567,b'Crystal Robinson scored 16 points and Becky Hammon had 15 to rally the New York Liberty over the last-place San Antonio Silver Stars 64-62 on Sunday.',"Crystal Robinson scored 16 points and Becky Hammon scored 15 points, leading the New York Liberty to a 64-62 victory over the San Antonio Silver Stars on Sunday. The Silver Stars were in last place. 
",1
